Source Subdivision,Signal BaseName,base_is_other,Signal,Compute From Base,Name,Member API Name,Member Short Name,Member Description,Include in indicator app,Active,Short Description,Description,"Pathogen/
Disease Area",Indicator Type,Geographic Coverage,Geographic Levels,Delphi-Aggregated Geography,Temporal Scope Start,Temporal Scope Start Note,Temporal Scope End,Temporal Scope End Note,Indicator Set,Time Type,Time Label,Reporting Cadence,Typical Reporting Lag,Typical Revision Cadence,Population,Demographic Breakdown,Surveillance Categories,Data Censoring,Missingness,Value Label,Format,Category,High Values Are,Is Smoothed,Is Weighted,Is Cumulative,Has StdErr,Has Sample Size,Who may access this indicator?,Who may be told about this indicator?,Data Use Terms,Use Restrictions,Link to DUA,Link
indicator-combination-cases-deaths,deaths_cumulative_num,TRUE,deaths_incidence_num,TRUE,Confirmed COVID Deaths (Daily new),deaths_incidence_num,incidence,daily new deaths,TRUE,FALSE,Daily new confirmed COVID deaths,,covid,Deaths,United States,"county,hrr,msa,state,hhs,nation","county,hrr,msa,state,hhs,nation",2020-02-20,"Start dates vary by geo: county 2020-02-20, hhs 2020-04-01, hrr 2020-02-20, msa 2020-02-20, nation 2020-04-01, state 2020-02-20",2021-11-12,NA,Combination Confirmed COVID-19 Deaths,day,Date,daily,1-3 days,Daily,"This source is a combination of several signals representing different populations, and doesn't correspond to a single demographic group",None,dead,None. However underlying signals may perform their own censoring,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,count,cases_testing,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,NA,"See Doctor Visits, Facebook Survey, and Google Health Trends",
indicator-combination-cases-deaths,deaths_cumulative_num,TRUE,deaths_incidence_prop,FALSE,"Confirmed COVID Deaths (Daily new, per 100k people)",deaths_incidence_prop,incidence / 100k pop,daily new deaths per 100k population,TRUE,FALSE,"Daily new confirmed COVID deaths, per 100k people",,covid,Deaths,United States,"county,hrr,msa,state,hhs,nation","county,hrr,msa,state,hhs,nation",2020-02-20,"Start dates vary by geo: county 2020-02-20, hhs 2020-04-01, hrr 2020-02-20, msa 2020-02-20, nation 2020-04-01, state 2020-02-20",2021-11-12,NA,Combination Confirmed COVID-19 Deaths,day,Date,daily,1-3 days,Daily,"This source is a combination of several signals representing different populations, and doesn't correspond to a single demographic group",None,dead,None. However underlying signals may perform their own censoring,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,per100k,cases_testing,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,NA,"See Doctor Visits, Facebook Survey, and Google Health Trends",
indicator-combination-nmf,nmf_day_doc_fbc_fbs_ght,nmf_day_doc_fbc_fbs_ght,nmf_day_doc_fbc_fbs_ght,FALSE,NMF Combination (with community symptoms),nmf_day_doc_fbc_fbs_ght,,,TRUE,FALSE,Rank-1 NMF approximation to reconstruct 4 other signals.,"This signal uses a rank-1 approximation, from a nonnegative matrix factorization approach, to identify an underlying signal that best reconstructs the Doctor Visits (smoothed_adj_cli), Facebook Symptoms surveys (smoothed_cli), Facebook Symptoms in Community surveys (smoothed_hh_cmnty_cli), and Search Trends (smoothed_search) indicators. It does not include official reports (cases and deaths from the jhu-csse source). Higher values of the combined signal correspond to higher values of the other indicators, but the scale (units) of the combination is arbitrary. Note that the Search Trends source is not available at the county level, so county values of this signal do not use it.

Discontinued March 17, 2021.",covid,,United States,"county,msa,state","county,msa,state",2020-04-15,NA,2021-03-16,"End dates vary by geo: county 2021-03-16, msa 2021-03-16, state 2021-03-15",COVID-19 Burden Composite,day,Date,daily,1-3 days,Daily,"This source is a combination of several signals representing different populations, and doesn't correspond to a single demographic group",None,infected,None. However underlying signals may perform their own censoring,Data is available for about 80% of counties Data is available for all states and some territories.,Value,raw,early,bad,FALSE,FALSE,FALSE,TRUE,FALSE,public,public,CC BY,NA,"See Doctor Visits, Facebook Survey, and Google Health Trends",https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/indicator-combination-inactive.html#statistical-combination-signals
indicator-combination-nmf,nmf_day_doc_fbs_ght,nmf_day_doc_fbs_ght,nmf_day_doc_fbs_ght,FALSE,NMF Combination (without community symptoms),nmf_day_doc_fbs_ght,,,TRUE,FALSE,Rank-1 NMF approximation to reconstruct 3 other signals.,"This signal uses a rank-1 approximation, from a nonnegative matrix factorization approach, to identify an underlying signal that best reconstructs the Doctor Visits (doctor-visits:smoothed_cli), Facebook Symptoms surveys (fb-surveys:smoothed_cli), and Search Trends (ght:smoothed_search) indicators. It does not include official reports (cases and deaths from the jhu-csse source). Higher values of the combined signal correspond to higher values of the other indicators, but the scale (units) of the combination is arbitrary. Note that the Search Trends source is not available at the county level, so county values of this signal do not use it. 

Discontinued May 28, 2020.",covid,,United States,"county,msa,state","county,msa,state",2020-04-06,NA,2020-05-26,NA,COVID-19 Burden Composite,day,Date,daily,1-3 days,Daily,"This source is a combination of several signals representing different populations, and doesn't correspond to a single demographic group",None,infected,None. However underlying signals may perform their own censoring,Data is available for about 70% of counties Data is available for all states and some territories.,Value,raw,early,bad,FALSE,FALSE,FALSE,TRUE,FALSE,public,public,CC BY,NA,"See Doctor Visits, Facebook Survey, and Google Health Trends",https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/indicator-combination-inactive.html#statistical-combination-signals
jhu-csse,confirmed_cumulative_num,FALSE,confirmed_cumulative_num,FALSE,Confirmed COVID Cases (Cumulative),confirmed_cumulative_num,cumulative,"cumulative counts, unsmoothed",TRUE,FALSE,Cumulative confirmed COVID cases,Confirmed COVID-19 cases as reported by [JHU-CSSE](https://github.com/CSSEGISandData/COVID-19),covid,Cases,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-01-22,"Start dates vary by geo: county 2020-01-22, hhs 2020-02-20, hrr 2020-01-22, msa 2020-01-22, nation 2020-02-20, state 2020-01-22",2023-03-09,NA,JHU Confirmed COVID-19 Cases,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,ascertained (case),None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,count,cases_testing,bad,FALSE,FALSE,TRUE,FALSE,FALSE,public,public,CC BY,See license,NA,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/jhu-csse.html
jhu-csse,confirmed_cumulative_num,TRUE,confirmed_7dav_incidence_num,TRUE,"Confirmed COVID Cases (Daily new, 7-day average)",confirmed_7dav_incidence_num,incidence 7dav,"incidence counts, 7-day average",TRUE,FALSE,"Daily new confirmed COVID cases, 7-day average ",,covid,Cases,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-02-20,NA,2023-03-09,NA,JHU Confirmed COVID-19 Cases,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,ascertained (case),None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,count,cases_testing,bad,TRUE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,confirmed_cumulative_num,TRUE,confirmed_7dav_incidence_prop,FALSE,"Confirmed COVID Cases (Daily new, 7-day average, per 100k people)",confirmed_7dav_incidence_prop,"incidence / 100k pop, 7dav","incidence rate (per 100k population), 7-day average",TRUE,FALSE,"Daily new confirmed COVID cases, 7-day average, per 100k people",,covid,Cases,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-02-20,NA,2023-03-09,NA,JHU Confirmed COVID-19 Cases,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,ascertained (case),None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,per100k,cases_testing,bad,TRUE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,confirmed_cumulative_num,TRUE,confirmed_cumulative_prop,FALSE,"Confirmed COVID Cases (Cumulative, per 100k people)",confirmed_cumulative_prop,cumulative / 100k pop,"cumulative rate (per 100k population), unsmoothed",TRUE,FALSE,"Cumulative confirmed COVID cases, per 100k people",,covid,Cases,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-01-22,"Start dates vary by geo: county 2020-01-22, hhs 2020-02-20, hrr 2020-01-22, msa 2020-01-22, nation 2020-02-20, state 2020-01-22",2023-03-09,NA,JHU Confirmed COVID-19 Cases,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,ascertained (case),None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,per100k,cases_testing,bad,FALSE,FALSE,TRUE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,confirmed_cumulative_num,TRUE,confirmed_incidence_num,TRUE,Confirmed COVID Cases (Daily new),confirmed_incidence_num,incidence,"incidence counts, unsmoothed",TRUE,FALSE,Daily new confirmed COVID cases,,covid,Cases,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-01-22,"Start dates vary by geo: county 2020-01-22, hhs 2020-02-20, hrr 2020-01-22, msa 2020-01-22, nation 2020-02-20, state 2020-01-22",2023-03-09,NA,JHU Confirmed COVID-19 Cases,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,ascertained (case),None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,count,cases_testing,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,confirmed_cumulative_num,TRUE,confirmed_incidence_prop,FALSE,"Confirmed COVID Cases (Daily new, per 100k people)",confirmed_incidence_prop,incidence / 100k pop,"incidence rate (per 100k population), unsmoothed",TRUE,FALSE,"Daily new confirmed COVID cases, per 100k people",,covid,Cases,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-01-22,"Start dates vary by geo: county 2020-01-22, hhs 2020-02-20, hrr 2020-01-22, msa 2020-01-22, nation 2020-02-20, state 2020-01-22",2023-03-09,NA,JHU Confirmed COVID-19 Cases,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,ascertained (case),None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,per100k,cases_testing,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,deaths_cumulative_num,FALSE,deaths_cumulative_num,FALSE,Confirmed COVID Deaths (Cumulative),deaths_cumulative_num,cumulative,"cumulative death counts, unsmoothed",TRUE,FALSE,Cumulative confirmed COVID deaths,Confirmed COVID-19 deaths as reported by [JHU-CSSE](https://github.com/CSSEGISandData/COVID-19),covid,Deaths,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-01-22,"Start dates vary by geo: county 2020-01-22, hhs 2020-02-20, hrr 2020-01-22, msa 2020-01-22, nation 2020-02-20, state 2020-01-22",2023-03-09,NA,JHU Confirmed COVID-19 Deaths,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,dead,None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,count,late,bad,FALSE,FALSE,TRUE,FALSE,FALSE,public,public,CC BY,See license,NA,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/jhu-csse.html
jhu-csse,deaths_cumulative_num,TRUE,deaths_7dav_incidence_num,TRUE,"Confirmed COVID Deaths (Daily new, 7-day average)",deaths_7dav_incidence_num,incidence 7dav,"Confirmed COVID Deaths (Daily new, 7-day average)",TRUE,FALSE,"Daily new confirmed COVID deaths, 7-day average ",,covid,Deaths,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-02-20,NA,2023-03-09,NA,JHU Confirmed COVID-19 Deaths,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,dead,None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,count,late,bad,TRUE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,deaths_cumulative_num,TRUE,deaths_7dav_incidence_prop,FALSE,"Confirmed COVID Deaths (Daily new, 7-day average, per 100k people)",deaths_7dav_incidence_prop,"incidence / 100k pop, 7dav","Confirmed COVID Deaths (Daily new, 7-day average, per 100k people)",TRUE,FALSE,"Daily new confirmed COVID deaths, 7-day average, per 100k people",,covid,Deaths,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-02-20,NA,2023-03-09,NA,JHU Confirmed COVID-19 Deaths,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,dead,None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,per100k,late,bad,TRUE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,deaths_cumulative_num,TRUE,deaths_cumulative_prop,FALSE,"Confirmed COVID Deaths (Cumulative, per 100k people)",deaths_cumulative_prop,cumulative / 100k pop,"Confirmed COVID Deaths (Cumulative, per 100k people)",TRUE,FALSE,"Cumulative confirmed COVID deaths, per 100k people",,covid,Deaths,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-01-22,"Start dates vary by geo: county 2020-01-22, hhs 2020-02-20, hrr 2020-01-22, msa 2020-01-22, nation 2020-02-20, state 2020-01-22",2023-03-09,NA,JHU Confirmed COVID-19 Deaths,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,dead,None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,per100k,late,bad,FALSE,FALSE,TRUE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,deaths_cumulative_num,TRUE,deaths_incidence_num,TRUE,Confirmed COVID Deaths (Daily new),deaths_incidence_num,incidence,Confirmed COVID Deaths (Daily new),TRUE,FALSE,Daily new confirmed COVID deaths,,covid,Deaths,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-01-22,"Start dates vary by geo: county 2020-01-22, hhs 2020-02-20, hrr 2020-01-22, msa 2020-01-22, nation 2020-02-20, state 2020-01-22",2023-03-09,NA,JHU Confirmed COVID-19 Deaths,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,dead,None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,count,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,See license,NA,
jhu-csse,deaths_cumulative_num,TRUE,deaths_incidence_prop,FALSE,"Confirmed COVID Deaths (Daily new, per 100k people)",deaths_incidence_prop,incidence / 100k pop,"Confirmed COVID Deaths (Daily new, per 100k people)",TRUE,FALSE,"Daily new confirmed COVID deaths, per 100k people",,covid,Deaths,United States,"county,hrr,msa,state,hhs,nation","hrr,msa,state,hhs,nation",2020-01-22,"Start dates vary by geo: county 2020-01-22, hhs 2020-02-20, hrr 2020-01-22, msa 2020-01-22, nation 2020-02-20, state 2020-01-22",2023-03-09,NA,JHU Confirmed COVID-19 Deaths,day,Date,daily,1 day,"None. The raw data reports cumulative cases and deaths, which
     Delphi diffs to compute incidence. Raw cumulative figures are sometimes
     corrected by adjusting the reported value for a single day, but revisions
     do not affect past report dates.",All,None,dead,None,Data is available for all counties and some territorial county equivalents. Data is available for all states and some territories.,Value,per100k,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,CC BY,See license,NA,
nchs-mortality,deaths_allcause_incidence_num,FALSE,deaths_allcause_incidence_num,FALSE,All Cause Deaths (Weekly new),deaths_allcause_incidence_num,incidence,Number of weekly new deaths from all causes,TRUE,TRUE,Number of weekly new deaths from all causes,"Number of weekly new deaths from all causes.

National provisional death counts is based on death certificate data received and coded by the National Center for Health Statistics ([NCHS](https://www.cdc.gov/nchs/nvss/vsrr/COVID19/index.htm))",n/a,Deaths,United States,"state,nation",,2020-05,"Start dates vary by geo: nation 2020-06, state 2020-05",Ongoing,NA,NCHS All Cause Deaths,week,Week,weekly,11-17 days,Weekly. All-cause mortality takes ~6 weeks on average to achieve 99% of its final value (https://link.springer.com/article/10.1057/s41271-021-00309-7),All,None,dead,"Unavailable by NCHS when counts are between 1 and 9, and for weeks where the counts are less than 50% of the expected number, since these provisional counts are highly incomplete and potentially misleading",Data is available for all states and some territories.,Value,count,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,NCHS Data Use Agreement (https://www.cdc.gov/nchs/data_access/restrictions.htm),See license,https://www.cdc.gov/nchs/data_access/restrictions.htm,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/nchs-mortality.html
nchs-mortality,deaths_allcause_incidence_num,TRUE,deaths_allcause_incidence_prop,FALSE,"All Causes Deaths (Weekly new, per 100k people)",deaths_allcause_incidence_prop,incidence / 100k pop,"Number of weekly new deaths from all causes, per 100k people",TRUE,TRUE,"Number of weekly new deaths from all causes, per 100k people","Number of weekly new deaths from all causes, per 100k people.

National provisional death counts is based on death certificate data received and coded by the National Center for Health Statistics ([NCHS](https://www.cdc.gov/nchs/nvss/vsrr/COVID19/index.htm))",n/a,Deaths,United States,"state,nation",,2020-05,"Start dates vary by geo: nation 2020-06, state 2020-05",Ongoing,NA,NCHS All Cause Deaths,week,Week,weekly,11-17 days,Weekly. All-cause mortality takes ~6 weeks on average to achieve 99% of its final value (https://link.springer.com/article/10.1057/s41271-021-00309-7),All,None,dead,"Unavailable by NCHS when counts are between 1 and 9, and for weeks where the counts are less than 50% of the expected number, since these provisional counts are highly incomplete and potentially misleading",Data is available for all states and some territories.,Value,per100k,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,NCHS Data Use Agreement (https://www.cdc.gov/nchs/data_access/restrictions.htm),See license,https://www.cdc.gov/nchs/data_access/restrictions.htm,
nchs-mortality,deaths_covid_and_pneumonia_notflu_incidence_num,FALSE,deaths_covid_and_pneumonia_notflu_incidence_num,FALSE,COVID and Pneumonia excl. Influenza Deaths (Weekly new),deaths_covid_and_pneumonia_notflu_incidence_num,incidence,Number of weekly new deaths involving COVID-19 and Pneumonia,TRUE,TRUE,"Number of weekly new deaths involving COVID-19 and Pneumonia, excluding Influenza ","Number of weekly new deaths involving COVID-19 and Pneumonia, excluding Influenza .

National provisional death counts is based on death certificate data received and coded by the National Center for Health Statistics ([NCHS](https://www.cdc.gov/nchs/nvss/vsrr/COVID19/index.htm))","covid, pneumonia",Deaths,United States,"state,nation",,2020-05,"Start dates vary by geo: nation 2020-06, state 2020-05",Ongoing,NA,NCHS Pneumonia and COVID-19 excl. Influenza Deaths,week,Week,weekly,11-17 days,Weekly. All-cause mortality takes ~6 weeks on average to achieve 99% of its final value (https://link.springer.com/article/10.1057/s41271-021-00309-7),All,None,dead,"Unavailable by NCHS when counts are between 1 and 9, and for weeks where the counts are less than 50% of the expected number, since these provisional counts are highly incomplete and potentially misleading",Data is available for all states and some territories.,Value,count,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,NCHS Data Use Agreement (https://www.cdc.gov/nchs/data_access/restrictions.htm),See license,https://www.cdc.gov/nchs/data_access/restrictions.htm,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/nchs-mortality.html
nchs-mortality,deaths_covid_and_pneumonia_notflu_incidence_num,TRUE,deaths_covid_and_pneumonia_notflu_incidence_prop,FALSE,"COVID and Pneumonia excl. Influenza Deaths (Weekly new, per 100k people)",deaths_covid_and_pneumonia_notflu_incidence_prop,incidence / 100k pop,"Number of weekly new deaths involving COVID-19 and Pneumonia, per 100k people",TRUE,TRUE,"Number of weekly new deaths involving COVID-19 and Pneumonia, excluding Influenza, per 100k people","Number of weekly new deaths involving COVID-19 and Pneumonia, excluding Influenza, per 100k people.

National provisional death counts is based on death certificate data received and coded by the National Center for Health Statistics ([NCHS](https://www.cdc.gov/nchs/nvss/vsrr/COVID19/index.htm))",covid,Deaths,United States,"state,nation",,2020-05,"Start dates vary by geo: nation 2020-06, state 2020-05",Ongoing,NA,NCHS Pneumonia and COVID-19 excl. Influenza Deaths,week,Week,weekly,11-17 days,Weekly. All-cause mortality takes ~6 weeks on average to achieve 99% of its final value (https://link.springer.com/article/10.1057/s41271-021-00309-7),All,None,dead,"Unavailable by NCHS when counts are between 1 and 9, and for weeks where the counts are less than 50% of the expected number, since these provisional counts are highly incomplete and potentially misleading",Data is available for all states and some territories.,Value,per100k,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,NCHS Data Use Agreement (https://www.cdc.gov/nchs/data_access/restrictions.htm),See license,https://www.cdc.gov/nchs/data_access/restrictions.htm,
nchs-mortality,deaths_covid_incidence_num,FALSE,deaths_covid_incidence_num,FALSE,Confirmed or Presumed COVID Deaths (Weekly new),deaths_covid_incidence_num,incidence,Number of weekly new deaths with confirmed or presumed COVID-19,TRUE,TRUE,Number of weekly new deaths with confirmed or presumed COVID-19 ,"Number of weekly new deaths with confirmed or presumed COVID-19 .

National provisional death counts is based on death certificate data received and coded by the National Center for Health Statistics ([NCHS](https://www.cdc.gov/nchs/nvss/vsrr/COVID19/index.htm))",covid,Deaths,United States,"state,nation",,2020-05,"Start dates vary by geo: nation 2020-06, state 2020-05",Ongoing,NA,NCHS Confirmed or Presumed COVID-19 Deaths,week,Week,weekly,11-17 days,Weekly. All-cause mortality takes ~6 weeks on average to achieve 99% of its final value (https://link.springer.com/article/10.1057/s41271-021-00309-7),All,None,dead,"Unavailable by NCHS when counts are between 1 and 9, and for weeks where the counts are less than 50% of the expected number, since these provisional counts are highly incomplete and potentially misleading",Data is available for all states and some territories.,Value,count,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,NCHS Data Use Agreement (https://www.cdc.gov/nchs/data_access/restrictions.htm),See license,https://www.cdc.gov/nchs/data_access/restrictions.htm,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/nchs-mortality.html
nchs-mortality,deaths_covid_incidence_num,TRUE,deaths_covid_incidence_prop,FALSE,"Confirmed or Presumed COVID Deaths (Weekly new, per 100k people)",deaths_covid_incidence_prop,incidence / 100k pop,"Number of weekly new deaths with confirmed or presumed COVID-19, per 100k people",TRUE,TRUE,"Number of weekly new deaths with confirmed or presumed COVID-19, per 100k people","Number of weekly new deaths with confirmed or presumed COVID-19, per 100k people.

National provisional death counts is based on death certificate data received and coded by the National Center for Health Statistics ([NCHS](https://www.cdc.gov/nchs/nvss/vsrr/COVID19/index.htm))",covid,Deaths,United States,"state,nation",,2020-05,"Start dates vary by geo: nation 2020-06, state 2020-05",Ongoing,NA,NCHS Confirmed or Presumed COVID-19 Deaths,week,Week,weekly,11-17 days,Weekly. All-cause mortality takes ~6 weeks on average to achieve 99% of its final value (https://link.springer.com/article/10.1057/s41271-021-00309-7),All,None,dead,"Unavailable by NCHS when counts are between 1 and 9, and for weeks where the counts are less than 50% of the expected number, since these provisional counts are highly incomplete and potentially misleading",Data is available for all states and some territories.,Value,per100k,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,NCHS Data Use Agreement (https://www.cdc.gov/nchs/data_access/restrictions.htm),See license,https://www.cdc.gov/nchs/data_access/restrictions.htm,
nchs-mortality,deaths_flu_incidence_num,FALSE,deaths_flu_incidence_num,FALSE,Influenza Deaths (Weekly new),deaths_flu_incidence_num,incidence,Number of weekly new deaths involving Influenza,TRUE,TRUE,"Number of weekly new deaths involving Influenza and at least one of (Pneumonia, COVID-19)","Number of weekly new deaths involving Influenza and at least one of (Pneumonia, COVID-19).

National provisional death counts is based on death certificate data received and coded by the National Center for Health Statistics ([NCHS](https://www.cdc.gov/nchs/nvss/vsrr/COVID19/index.htm))",flu,Deaths,United States,"state,nation",,2020-05,"Start dates vary by geo: nation 2020-06, state 2020-05",Ongoing,NA,NCHS Influenza Deaths,week,Week,weekly,11-17 days,Weekly. All-cause mortality takes ~6 weeks on average to achieve 99% of its final value (https://link.springer.com/article/10.1057/s41271-021-00309-7),All,None,dead,"Unavailable by NCHS when counts are between 1 and 9, and for weeks where the counts are less than 50% of the expected number, since these provisional counts are highly incomplete and potentially misleading",Data is available for all states and some territories.,Value,count,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,NCHS Data Use Agreement (https://www.cdc.gov/nchs/data_access/restrictions.htm),See license,https://www.cdc.gov/nchs/data_access/restrictions.htm,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/nchs-mortality.html
nchs-mortality,deaths_flu_incidence_num,TRUE,deaths_flu_incidence_prop,FALSE,"Influenza Deaths (Weekly new, per 100k people)",deaths_flu_incidence_prop,incidence / 100k pop,"Number of weekly new deaths involving Influenza, per 100k people",TRUE,TRUE,"Number of weekly new deaths involving Influenza and at least one of (Pneumonia, COVID-19), per 100k people","Number of weekly new deaths involving Influenza and at least one of (Pneumonia, COVID-19), per 100k people.

National provisional death counts is based on death certificate data received and coded by the National Center for Health Statistics ([NCHS](https://www.cdc.gov/nchs/nvss/vsrr/COVID19/index.htm))",flu,Deaths,United States,"state,nation",,2020-05,"Start dates vary by geo: nation 2020-06, state 2020-05",Ongoing,NA,NCHS Influenza Deaths,week,Week,weekly,11-17 days,Weekly. All-cause mortality takes ~6 weeks on average to achieve 99% of its final value (https://link.springer.com/article/10.1057/s41271-021-00309-7),All,None,dead,"Unavailable by NCHS when counts are between 1 and 9, and for weeks where the counts are less than 50% of the expected number, since these provisional counts are highly incomplete and potentially misleading",Data is available for all states and some territories.,Value,per100k,late,bad,FALSE,FALSE,FALSE,FALSE,FALSE,public,public,NCHS Data Use Agreement (https://www.cdc.gov/nchs/data_access/restrictions.htm),See license,https://www.cdc.gov/nchs/data_access/restrictions.htm,
